source,target,optional,kind
opentelemetry-instrumentation,opentelemetry-api,False,runtime
opentelemetry-instrumentation,wrapt,False,runtime
opentelemetry-proto,protobuf,False,runtime
opentelemetry-semantic-conventions,opentelemetry-api,False,runtime
opentelemetry-semantic-conventions,typing-extensions,False,runtime
tabulate,wcwidth,True,optional
pexpect,ptyprocess,False,runtime
pip,mock,True,optional
pip,pretend,True,optional
pip,pytest,True,optional
pip,scripttest,True,optional
pip,virtualenv,True,optional
pkginfo,pytest,True,optional
pkginfo,pytest-cov,True,optional
platformdirs,furo,True,optional
platformdirs,proselint,True,optional
platformdirs,sphinx,True,optional
platformdirs,sphinx-autodoc-typehints,True,optional
platformdirs,appdirs,True,optional
platformdirs,covdefaults,True,optional
platformdirs,pytest,True,optional
platformdirs,pytest-cov,True,optional
platformdirs,pytest-mock,True,optional
platformdirs,mypy,True,optional
pluggy,pre-commit,True,optional
pluggy,tox,True,optional
pluggy,coverage,True,optional
pluggy,pytest,True,optional
pluggy,pytest-benchmark,True,optional
prompt-toolkit,wcwidth,False,runtime
wcwidth,backports.functools-lru-cache,True,optional
proto-plus,protobuf,False,runtime
proto-plus,google-api-core,True,optional
pydantic-core,typing-extensions,False,runtime
pygments,colorama,True,optional
pyzmq,cffi,True,optional
rapidfuzz,numpy,True,optional
ruamel.yaml,ruamel.yaml.clib,False,runtime
ruamel.yaml,mercurial,True,optional
ruamel.yaml,ryd,True,optional
ruamel.yaml,ruamel.yaml.jinja2,True,optional
snowflake-connector-python,asn1crypto,False,runtime
snowflake-connector-python,certifi,False,runtime
snowflake-connector-python,cffi,False,runtime
snowflake-connector-python,charset-normalizer,False,runtime
snowflake-connector-python,cryptography,False,runtime
snowflake-connector-python,filelock,False,runtime
snowflake-connector-python,idna,False,runtime
snowflake-connector-python,packaging,False,runtime
snowflake-connector-python,platformdirs,False,runtime
snowflake-connector-python,pyjwt,False,runtime
snowflake-connector-python,pyopenssl,False,runtime
snowflake-connector-python,pytz,False,runtime
snowflake-connector-python,requests,False,runtime
snowflake-connector-python,sortedcontainers,False,runtime
snowflake-connector-python,tomlkit,False,runtime
snowflake-connector-python,typing-extensions,False,runtime
snowflake-connector-python,coverage,True,optional
snowflake-connector-python,cython,True,optional
snowflake-connector-python,more-itertools,True,optional
snowflake-connector-python,numpy,True,optional
snowflake-connector-python,pendulum,True,optional
snowflake-connector-python,pexpect,True,optional
snowflake-connector-python,pytest,True,optional
snowflake-connector-python,pytest-cov,True,optional
snowflake-connector-python,pytest-rerunfailures,True,optional
snowflake-connector-python,pytest-timeout,True,optional
snowflake-connector-python,pytest-xdist,True,optional
snowflake-connector-python,pytzdata,True,optional
snowflake-connector-python,pandas,True,optional
snowflake-connector-python,pyarrow,True,optional
snowflake-connector-python,keyring,True,optional
snowflake-connector-python,importlib-metadata,True,optional
snowflake-connector-python,urllib3,True,optional
types-requests,urllib3,False,runtime
typing-inspection,typing-extensions,False,runtime
uvicorn,click,False,runtime
uvicorn,h11,False,runtime
uvicorn,typing-extensions,False,runtime
uvicorn,colorama,True,optional
uvicorn,httptools,True,optional
uvicorn,python-dotenv,True,optional
uvicorn,pyyaml,True,optional
uvicorn,uvloop,True,optional
uvicorn,watchfiles,True,optional
uvicorn,websockets,True,optional
weaviate-client,authlib,False,runtime
weaviate-client,grpcio,False,runtime
weaviate-client,grpcio-health-checking,False,runtime
weaviate-client,grpcio-tools,False,runtime
weaviate-client,httpx,False,runtime
weaviate-client,pydantic,False,runtime
weaviate-client,requests,False,runtime
weaviate-client,validators,False,runtime
websocket-client,myst-parser,True,optional
websocket-client,sphinx,True,optional
websocket-client,sphinx-rtd-theme,True,optional
websocket-client,python-socks,True,optional
websocket-client,wsaccel,True,optional
websocket-client,websockets,True,optional
yandexcloud,cryptography,False,runtime
yandexcloud,deprecated,False,runtime
yandexcloud,googleapis-common-protos,False,runtime
yandexcloud,grpcio,False,runtime
yandexcloud,grpcio-tools,False,runtime
yandexcloud,protobuf,False,runtime
yandexcloud,pyjwt,False,runtime
yandexcloud,requests,False,runtime
yandexcloud,six,False,runtime
